"ID";"ObjectNameOnDoc";"global_id";"ObjectName";"Link";"geodata_center";"geoarea";
"7723";"Охранная (объединенная охранная) зона";"19657618";"";"[]";"{""coordinates"":[37.6208506619986,55.749697210847],""type"":""Point""}";"";
"7725";"Охранная (объединенная охранная) зона222";"19657619";"";"[]";"{""coordinates"":[37.591176310682,55.758498089691],""type"":""Point""}";"";
"7726";"Охранная (объединенная охранная) зона";"19657620";"";"[]";"{""coordinates"":[37.6055755637472,55.741674381779],""type"":""Point""}";"";
"7727";"Охранная (объединенная охранная) зона";"19657621";"";"[]";"{""coordinates"":[37.5997300490707,55.7436585065995],""type"":""Point""}";"";
"7728";"Охранная (объединенная охранная) зона";"19657622";"";"[]";"{""coordinates"":[37.5951738009972,55.7386921204895],""type"":""Point""}";"";
"7729";"Охранная (объединенная охранная) зона";"19657623";"";"[]";"{""coordinates"":[37.591874982319,55.7390832949],""type"":""Point""}";"";
"7730";"Охранная (объединенная охранная) зона";"19657624";"";"[]";"{""coordinates"":[37.5943769915236,55.741522439178],""type"":""Point""}";"";
"7731";"Охранная (объединенная охранная) зона";"19657625";"";"[]";"{""coordinates"":[37.6069804539098,55.74823223474],""type"":""Point""}";"";
"7732";"Охранная (объединенная охранная) зона";"19657626";"";"[]";"{""coordinates"":[37.6002681062974,55.747782824711],""type"":""Point""}";"";
"9516";"Охранная (объединенная охранная) зона";"19657627";"";"[]";"{""coordinates"":[37.5977431774516,55.748661699102],""type"":""Point""}";"";
"9517";"Охранная (объединенная охранная) зона";"19657628";"";"[]";"{""coordinates"":[37.6217850499859,55.76913747122],""type"":""Point""}";"";
"9518";"Охранная (объединенная охранная) зона";"19657629";"";"[]";"{""coordinates"":[37.6244491788964,55.772215527339],""type"":""Point""}";"";
"9519";"Охранная (объединенная охранная) зона";"19657630";"";"[]";"{""coordinates"":[37.627448855175,55.7727143933375],""type"":""Point""}";"";
"7733";"Охранная (объединенная охранная) зона";"19657631";"";"[]";"{""coordinates"":[37.6288694851298,55.7636936463005],""type"":""Point""}";"";
"9520";"Охранная (объединенная охранная) зона";"19657632";"";"[]";"{""coordinates"":[37.6350261984164,55.7632692173235],""type"":""Point""}";"";
"9521";"Охранная (объединенная охранная) зона";"19657633";"";"[]";"{""coordinates"":[37.6305813534976,55.76965504378],""type"":""Point""}";"";
"9522";"Охранная (объединенная охранная) зона";"19657634";"";"[]";"{""coordinates"":[37.6352239972746,55.7682148182455],""type"":""Point""}";"";
"7734";"Охранная (объединенная охранная) зона";"19657635";"";"[]";"{""coordinates"":[37.6378415349513,55.768634346553],""type"":""Point""}";"";
"7735";"Охранная (объединенная охранная) зона";"19657636";"";"[]";"{""coordinates"":[37.6386952731468,55.770765363957],""type"":""Point""}";"";
"7736";"Охранная (объединенная охранная) зона";"19657637";"";"[]";"{""coordinates"":[37.6317287322044,55.756989990265],""type"":""Point""}";"";
"7737";"Охранная (объединенная охранная) зона";"19657638";"";"[]";"{""coordinates"":[37.6347318750231,55.7607751445705],""type"":""Point""}";"";
"7738";"Охранная (объединенная охранная) зона";"19657639";"";"[]";"{""coordinates"":[37.6346210289171,55.7588718987915],""type"":""Point""}";"";
"7739";"Охранная (объединенная охранная) зона";"19657640";"";"[]";"{""coordinates"":[37.6390110821664,55.7621722904545],""type"":""Point""}";"";
"7740";"Охранная (объединенная охранная) зона";"19657641";"";"[]";"{""coordinates"":[37.6413269261077,55.760794335927],""type"":""Point""}";"";
"7617";"Зона регулирования застройки";"19657642";"";"[]";"{""coordinates"":[37.390650313683,55.8456105570675],""type"":""Point""}";"";
"7618";"Зона регулирования застройки";"19657643";"";"[]";"{""coordinates"":[37.3659851271879,55.8615906778665],""type"":""Point""}";"";
"7619";"Зона регулирования застройки";"19657644";"";"[]";"{""coordinates"":[37.3820415506868,55.885906590533],""type"":""Point""}";"";
"7620";"Зона регулирования застройки";"19657645";"";"[]";"{""coordinates"":[37.5237285600017,55.8001310271775],""type"":""Point""}";"";
"7621";"Зона регулирования застройки";"19657646";"";"[]";"{""coordinates"":[37.579508871814,55.800195232092],""type"":""Point""}";"";
"7622";"Зона регулирования застройки";"19657647";"";"[]";"{""coordinates"":[37.5624200593398,55.802913313667],""type"":""Point""}";"";
"7623";"Зона регулирования застройки";"19657648";"";"[]";"{""coordinates"":[37.5509762524205,55.825077777237],""type"":""Point""}";"";
"7624";"Зона регулирования застройки";"19657649";"";"[]";"{""coordinates"":[37.5128796540018,55.843128512831],""type"":""Point""}";"";
"7625";"Зона регулирования застройки";"19657650";"";"[]";"{""coordinates"":[37.6031567383302,55.6998725361875],""type"":""Point""}";"";
"7626";"Зона регулирования застройки";"19657651";"";"[]";"{""coordinates"":[37.6672250031864,55.6627758637155],""type"":""Point""}";"";
"7627";"Зона регулирования застройки";"19657652";"";"[]";"{""coordinates"":[37.6759262323711,55.6118649535755],""type"":""Point""}";"";
"7628";"Зона регулирования застройки";"19657653";"";"[]";"{""coordinates"":[37.650511451836,55.58940017793],""type"":""Point""}";"";
"7629";"Зона регулирования застройки";"19657654";"";"[]";"{""coordinates"":[37.6259455293555,55.601202021949],""type"":""Point""}";"";
"7630";"Зона регулирования застройки";"19657655";"";"[]";"{""coordinates"":[37.584989753155,55.6784240095855],""type"":""Point""}";"";
"7631";"Зона регулирования застройки";"19657656";"";"[]";"{""coordinates"":[37.5338471889788,55.6664187127025],""type"":""Point""}";"";
"9509";"Зона регулирования застройки";"19657657";"";"[]";"{""coordinates"":[37.5181218161614,55.637099938265],""type"":""Point""}";"";
"7632";"Охранная (объединенная охранная) зона";"19657658";"";"[]";"{""coordinates"":[37.6191602190883,55.791555677075],""type"":""Point""}";"";
"7633";"Охранная (объединенная охранная) зона";"19657659";"";"[]";"{""coordinates"":[37.6292066496781,55.7866131550645],""type"":""Point""}";"";
"7634";"Охранная (объединенная охранная) зона";"19657660";"";"[]";"{""coordinates"":[37.632750505039,55.78832282772],""type"":""Point""}";"";
"7635";"Охранная (объединенная охранная) зона";"19657661";"";"[]";"{""coordinates"":[37.5927751695874,55.7891348029835],""type"":""Point""}";"";
"7636";"Охранная (объединенная охранная) зона";"19657662";"";"[]";"{""coordinates"":[37.5989485041595,55.790984620618],""type"":""Point""}";"";
"7637";"Охранная (объединенная охранная) зона";"19657663";"";"[]";"{""coordinates"":[37.597471398055,55.7940259327735],""type"":""Point""}";"";
"7638";"Охранная (объединенная охранная) зона";"19657664";"";"[]";"{""coordinates"":[37.6063054390614,55.7935536189555],""type"":""Point""}";"";
"7639";"Охранная (объединенная охранная) зона";"19657665";"";"[]";"{""coordinates"":[37.6336265411338,55.7924239052495],""type"":""Point""}";"";
"7640";"Охранная (объединенная охранная) зона";"19657666";"";"[]";"{""coordinates"":[37.63901865692,55.7916148015405],""type"":""Point""}";"";
"7641";"Охранная (объединенная охранная) зона";"19657667";"";"[]";"{""coordinates"":[37.6393143858248,55.773596675097],""type"":""Point""}";"";
"7642";"Охранная (объединенная охранная) зона";"19657668";"";"[]";"{""coordinates"":[37.651208926901,55.775778988262],""type"":""Point""}";"";
"7643";"Охранная (объединенная охранная) зона";"19657669";"";"[]";"{""coordinates"":[37.6472510192557,55.7711197001535],""type"":""Point""}";"";
"7644";"Охранная (объединенная охранная) зона";"19657670";"";"[]";"{""coordinates"":[37.6560001416068,55.776176666106],""type"":""Point""}";"";
"7645";"Охранная (объединенная охранная) зона";"19657671";"";"[]";"{""coordinates"":[37.6535391811943,55.7813271036975],""type"":""Point""}";"";
"7646";"Охранная (объединенная охранная) зона";"19657672";"";"[]";"{""coordinates"":[37.6632682962668,55.772768088393],""type"":""Point""}";"";
"7647";"Охранная (объединенная охранная) зона";"19657673";"";"[]";"{""coordinates"":[37.6349681123323,55.7468019894295],""type"":""Point""}";"";
"7648";"Охранная (объединенная охранная) зона";"19657674";"";"[]";"{""coordinates"":[37.6384451176751,55.743895143891],""type"":""Point""}";"";
"7649";"Охранная (объединенная охранная) зона";"19657675";"";"[]";"{""coordinates"":[37.6412676836078,55.7414686766925],""type"":""Point""}";"";
"7650";"Охранная (объединенная охранная) зона";"19657676";"";"[]";"{""coordinates"":[37.6422976483651,55.7371398422465],""type"":""Point""}";"";
"7651";"Охранная (объединенная охранная) зона";"19657677";"";"[]";"{""coordinates"":[37.6257695537244,55.7430899799425],""type"":""Point""}";"";
"7652";"Охранная (объединенная охранная) зона";"19657678";"";"[]";"{""coordinates"":[37.6962285836078,55.814664058377],""type"":""Point""}";"";
"7653";"Охранная (объединенная охранная) зона";"19657679";"";"[]";"{""coordinates"":[37.7010522114163,55.829497316239],""type"":""Point""}";"";
"7654";"Охранная (объединенная охранная) зона";"19657680";"";"[]";"{""coordinates"":[37.7455186523338,55.804942002884],""type"":""Point""}";"";
"7655";"Охранная (объединенная охранная) зона";"19657681";"";"[]";"{""coordinates"":[37.734532754594,55.8035451187035],""type"":""Point""}";"";
"7656";"Охранная (объединенная охранная) зона";"19657682";"";"[]";"{""coordinates"":[37.7193360339727,55.780626151458],""type"":""Point""}";"";
"7657";"Охранная (объединенная охранная) зона";"19657683";"";"[]";"{""coordinates"":[37.7251112711234,55.7864380265595],""type"":""Point""}";"";
"7658";"Охранная (объединенная охранная) зона";"19657684";"";"[]";"{""coordinates"":[37.7321205826422,55.7810024203525],""type"":""Point""}";"";
"9510";"Охранная (объединенная охранная) зона";"19657685";"";"[]";"{""coordinates"":[37.7345664948935,55.76059729743],""type"":""Point""}";"";
"9511";"Зона охраняемого культурного слоя";"19657686";"";"[]";"{""coordinates"":[37.4448278707927,55.8706505206175],""type"":""Point""}";"";
"7659";"Зона охраняемого культурного слоя";"19657687";"";"[]";"{""coordinates"":[37.5093303197817,55.799453573517],""type"":""Point""}";"";
"7660";"Зона охраняемого культурного слоя";"19657688";"";"[]";"{""coordinates"":[37.5569530504224,55.838550076204],""type"":""Point""}";"";
"7661";"Зона охраняемого культурного слоя";"19657689";"";"[]";"{""coordinates"":[37.6618507529772,55.8313026040855],""type"":""Point""}";"";
"7887";"Охранная (объединенная охранная) зона";"19657690";"";"[]";"{""coordinates"":[37.8399776690866,55.7683118673735],""type"":""Point""}";"";
"7888";"Охранная (объединенная охранная) зона";"19657691";"";"[]";"{""coordinates"":[37.8093324112978,55.7474916249645],""type"":""Point""}";"";
"7889";"Охранная (объединенная охранная) зона";"19657692";"";"[]";"{""coordinates"":[37.7944861699575,55.760913988537],""type"":""Point""}";"";
"7890";"Охранная (объединенная охранная) зона";"19657693";"";"[]";"{""coordinates"":[37.7755001211212,55.7417015981985],""type"":""Point""}";"";
"7891";"Охранная (объединенная охранная) зона";"19657694";"";"[]";"{""coordinates"":[37.793618916764,55.7326853915805],""type"":""Point""}";"";
"7892";"Охранная (объединенная охранная) зона";"19657695";"";"[]";"{""coordinates"":[37.8592339254487,55.7203590530985],""type"":""Point""}";"";
"7893";"Охранная (объединенная охранная) зона";"19657696";"";"[]";"{""coordinates"":[37.7664631702463,55.80468294695],""type"":""Point""}";"";
"7894";"Охранная (объединенная охранная) зона";"19657697";"";"[]";"{""coordinates"":[37.7695173768591,55.801551838865],""type"":""Point""}";"";
"7895";"Охранная (объединенная охранная) зона";"19657698";"";"[]";"{""coordinates"":[37.7192017736997,55.764624468317],""type"":""Point""}";"";
"7896";"Охранная (объединенная охранная) зона";"19657699";"";"[]";"{""coordinates"":[37.7023376308216,55.740056517004],""type"":""Point""}";"";
"7897";"Охранная (объединенная охранная) зона";"19657700";"";"[]";"{""coordinates"":[37.7197328239711,55.7392857288235],""type"":""Point""}";"";
"7898";"Охранная (объединенная охранная) зона";"19657701";"";"[]";"{""coordinates"":[37.7327484518088,55.741935973654],""type"":""Point""}";"";
"7899";"Охранная (объединенная охранная) зона";"19657702";"";"[]";"{""coordinates"":[37.7320391393537,55.7317479065115],""type"":""Point""}";"";
"7900";"Охранная (объединенная охранная) зона";"19657703";"";"[]";"{""coordinates"":[37.6896540381745,55.716383053046],""type"":""Point""}";"";
"7901";"Охранная (объединенная охранная) зона";"19657704";"";"[]";"{""coordinates"":[37.7728620341821,55.688757917357],""type"":""Point""}";"";
"7902";"Охранная (объединенная охранная) зона";"19657705";"";"[]";"{""coordinates"":[37.7197784021362,55.669002607659],""type"":""Point""}";"";
"7768";"Охранная (объединенная охранная) зона";"19657706";"";"[]";"{""coordinates"":[37.6251524349063,55.734841044784],""type"":""Point""}";"";
"7769";"Охранная (объединенная охранная) зона";"19657707";"";"[]";"{""coordinates"":[37.6199818487519,55.7358022190455],""type"":""Point""}";"";
"10895";"Охранная (объединенная охранная) зона";"19657708";"";"[]";"{""coordinates"":[37.6201660620184,55.74106492555],""type"":""Point""}";"";
"9524";"Охранная (объединенная охранная) зона";"19657709";"";"[]";"{""coordinates"":[37.6112640887124,55.7433494915915],""type"":""Point""}";"";
"9525";"Охранная (объединенная охранная) зона";"19657710";"";"[]";"{""coordinates"":[37.6097068562569,55.7405736489555],""type"":""Point""}";"";
"9526";"Охранная (объединенная охранная) зона";"19657711";"";"[]";"{""coordinates"":[37.6091037810967,55.739351186222],""type"":""Point""}";"";
"7770";"Охранная (объединенная охранная) зона";"19657712";"";"[]";"{""coordinates"":[37.6131996164107,55.739700827425],""type"":""Point""}";"";
"7771";"Охранная (объединенная охранная) зона";"19657713";"";"[]";"{""coordinates"":[37.6159662875957,55.736366220707],""type"":""Point""}";"";
"7772";"Охранная (объединенная охранная) зона";"19657714";"";"[]";"{""coordinates"":[37.6170607993882,55.7342705328215],""type"":""Point""}";"";
"7773";"Охранная (объединенная охранная) зона";"19657715";"";"[]";"{""coordinates"":[37.6147438477351,55.7348972608925],""type"":""Point""}";"";
"7774";"Охранная (объединенная охранная) зона";"19657716";"";"[]";"{""coordinates"":[37.6106663975007,55.7322186521185],""type"":""Point""}";"";
"7783";"Зона строгого регулирования застройки";"19657717";"";"[]";"{""coordinates"":[37.6262363727676,55.7505139443035],""type"":""Point""}";"";
"7784";"Зона регулирования застройки";"19657718";"";"[]";"{""coordinates"":[37.618533865656,55.7533547841495],""type"":""Point""}";"";
"7785";"Зона охраняемого ландшафта";"19657719";"";"[]";"{""coordinates"":[37.6373612193711,55.751350106297],""type"":""Point""}";"";
"7786";"Зона охраняемого ландшафта";"19657720";"";"[]";"{""coordinates"":[37.6201119465272,55.7646673263825],""type"":""Point""}";"";
"7787";"Зона охраняемого ландшафта";"19657721";"";"[]";"{""coordinates"":[37.6154522707894,55.783102351746],""type"":""Point""}";"";
"7788";"Зона охраняемого ландшафта";"19657722";"";"[]";"{""coordinates"":[37.6985753731649,55.773620554977],""type"":""Point""}";"";
"7789";"Зона охраняемого ландшафта";"19657723";"";"[]";"{""coordinates"":[37.6583245706749,55.7250887613725],""type"":""Point""}";"";
"7790";"Зона охраняемого ландшафта № 006";"19657724";"";"[]";"{""coordinates"":[37.5708783466472,55.738897073392],""type"":""Point""}";"";
"7791";"Зона охраняемого ландшафта";"19657725";"";"[]";"{""coordinates"":[37.5919636665919,55.7640970969785],""type"":""Point""}";"";
"7792";"Зона охраняемого культурного слоя";"19657726";"";"[]";"{""coordinates"":[37.6187045557173,55.753906412398],""type"":""Point""}";"";
"7793";"Охранная (объединенная охранная) зона";"19657727";"";"[]";"{""coordinates"":[37.5957018725293,55.7459979675875],""type"":""Point""}";"";
"7794";"Охранная (объединенная охранная) зона";"19657728";"";"[]";"{""coordinates"":[37.5907236134316,55.7439505679845],""type"":""Point""}";"";
"7795";"Охранная (объединенная охранная) зона";"19657729";"";"[]";"{""coordinates"":[37.5865500112155,55.743881882285],""type"":""Point""}";"";
"7796";"Охранная (объединенная охранная) зона";"19657730";"";"[]";"{""coordinates"":[37.5844478768453,55.7447312711575],""type"":""Point""}";"";
"7797";"Охранная (объединенная охранная) зона";"19657731";"";"[]";"{""coordinates"":[37.5896317354023,55.7472039061865],""type"":""Point""}";"";
"7798";"Охранная (объединенная охранная) зона";"19657732";"";"[]";"{""coordinates"":[37.6059213171908,55.7509590497005],""type"":""Point""}";"";
"7799";"Охранная (объединенная охранная) зона";"19657733";"";"[]";"{""coordinates"":[37.589202431487,55.7497580771585],""type"":""Point""}";"";
"7800";"Охранная (объединенная охранная) зона";"19657734";"";"[]";"{""coordinates"":[37.584065470878,55.7490881697485],""type"":""Point""}";"";
"7801";"Охранная (объединенная охранная) зона";"19657735";"";"[]";"{""coordinates"":[37.6087637191397,55.754005586225],""type"":""Point""}";"";
"7802";"Охранная (объединенная охранная) зона";"19657736";"";"[]";"{""coordinates"":[37.6113114338433,55.7570581662855],""type"":""Point""}";"";
"7803";"Охранная (объединенная охранная) зона";"19657737";"";"[]";"{""coordinates"":[37.6039937366105,55.754172973581],""type"":""Point""}";"";
"7804";"Охранная (объединенная охранная) зона";"19657738";"";"[]";"{""coordinates"":[37.6034646171771,55.757075935194],""type"":""Point""}";"";
"7805";"Охранная (объединенная охранная) зона";"19657739";"";"[]";"{""coordinates"":[37.6077006783147,55.7591780859765],""type"":""Point""}";"";
"7806";"Охранная (объединенная охранная) зона";"19657740";"";"[]";"{""coordinates"":[37.6085769325681,55.761276958767],""type"":""Point""}";"";
"7807";"Охранная (объединенная охранная) зона";"19657741";"";"[]";"{""coordinates"":[37.6057260298036,55.7620509160645],""type"":""Point""}";"";
"7808";"Охранная (объединенная охранная) зона";"19657742";"";"[]";"{""coordinates"":[37.600778445466,55.7588517214085],""type"":""Point""}";"";
"7809";"Охранная (объединенная охранная) зона";"19657743";"";"[]";"{""coordinates"":[37.5909133850594,55.754682396204],""type"":""Point""}";"";
"7810";"Охранная (объединенная охранная) зона";"19657744";"";"[]";"{""coordinates"":[37.5862618127234,55.7547380766755],""type"":""Point""}";"";
"7811";"Охранная (объединенная охранная) зона";"19657745";"";"[]";"{""coordinates"":[37.5935614069253,55.7554984290705],""type"":""Point""}";"";
"7812";"Охранная (объединенная охранная) зона";"19657746";"";"[]";"{""coordinates"":[37.5914401206324,55.761487452814],""type"":""Point""}";"";
"7813";"Охранная (объединенная охранная) зона";"19657747";"";"[]";"{""coordinates"":[37.5885469164784,55.7625768970575],""type"":""Point""}";"";
"7814";"Охранная (объединенная охранная) зона";"19657748";"";"[]";"{""coordinates"":[37.5914912878055,55.7643986593295],""type"":""Point""}";"";
"7815";"Охранная (объединенная охранная) зона";"19657749";"";"[]";"{""coordinates"":[37.5966410457465,55.7655936325105],""type"":""Point""}";"";
"7816";"Охранная (объединенная охранная) зона";"19657750";"";"[]";"{""coordinates"":[37.5983522713048,55.766679577546],""type"":""Point""}";"";
"7817";"Охранная (объединенная охранная) зона";"19657751";"";"[]";"{""coordinates"":[37.5952552711981,55.767985161641],""type"":""Point""}";"";
"7818";"Охранная (объединенная охранная) зона";"19657752";"";"[]";"{""coordinates"":[37.6183581153248,55.758926401976],""type"":""Point""}";"";
"7819";"Охранная (объединенная охранная) зона";"19657753";"";"[]";"{""coordinates"":[37.6136042886939,55.76201752056],""type"":""Point""}";"";
"7820";"Охранная (объединенная охранная) зона";"19657754";"";"[]";"{""coordinates"":[37.6088047657823,55.7641716039145],""type"":""Point""}";"";
"7821";"Охранная (объединенная охранная) зона";"19657755";"";"[]";"{""coordinates"":[37.6065631024813,55.769052533574],""type"":""Point""}";"";
"7822";"Охранная (объединенная охранная) зона";"19657756";"";"[]";"{""coordinates"":[37.6495575906958,55.786478917216],""type"":""Point""}";"";
"10896";"Охранная (объединенная охранная) зона";"19657757";"";"[]";"{""coordinates"":[37.5914228355405,55.758842341897],""type"":""Point""}";"";
"7825";"Охранная (объединенная охранная) зона";"19657758";"";"[]";"{""coordinates"":[37.4556039824163,55.8231433569525],""type"":""Point""}";"";
"7826";"Охранная (объединенная охранная) зона";"19657759";"";"[]";"{""coordinates"":[37.4030329329338,55.831418122546],""type"":""Point""}";"";
"7827";"Охранная (объединенная охранная) зона";"19657760";"";"[]";"{""coordinates"":[37.394292372855,55.8480430015995],""type"":""Point""}";"";
"7828";"Охранная (объединенная охранная) зона";"19657761";"";"[]";"{""coordinates"":[37.3679458616848,55.860310810102],""type"":""Point""}";"";
"7829";"Охранная (объединенная охранная) зона";"19657762";"";"[]";"{""coordinates"":[37.3801493237385,55.886544706633],""type"":""Point""}";"";
"7830";"Охранная (объединенная охранная) зона";"19657763";"";"[]";"{""coordinates"":[37.5156508945652,55.766740387604],""type"":""Point""}";"";
"7831";"Охранная (объединенная охранная) зона";"19657764";"";"[]";"{""coordinates"":[37.563730474707,55.7784469015025],""type"":""Point""}";"";
"7832";"Охранная (объединенная охранная) зона";"19657765";"";"[]";"{""coordinates"":[37.5560438205341,55.7801418343625],""type"":""Point""}";"";
"7833";"Охранная (объединенная охранная) зона";"19657766";"";"[]";"{""coordinates"":[37.5526818480322,55.78087039302],""type"":""Point""}";"";
"7834";"Охранная (объединенная охранная) зона";"19657767";"";"[]";"{""coordinates"":[37.5573403089525,55.7849153548205],""type"":""Point""}";"";
"7835";"Охранная (объединенная охранная) зона";"19657768";"";"[]";"{""coordinates"":[37.5628073606755,55.7874852392805],""type"":""Point""}";"";
"7836";"Охранная (объединенная охранная) зона";"19657769";"";"[]";"{""coordinates"":[37.5645731741544,55.792721940313],""type"":""Point""}";"";
"7837";"Охранная (объединенная охранная) зона";"19657770";"";"[]";"{""coordinates"":[37.5740424620454,55.790652798483],""type"":""Point""}";"";
"7838";"Охранная (объединенная охранная) зона";"19657771";"";"[]";"{""coordinates"":[37.5819101229499,55.7876516170425],""type"":""Point""}";"";
"7839";"Охранная (объединенная охранная) зона";"19657772";"";"[]";"{""coordinates"":[37.5791089200447,55.7998160473925],""type"":""Point""}";"";
"7840";"Охранная (объединенная охранная) зона";"19657773";"";"[]";"{""coordinates"":[37.5623396567645,55.8034292597255],""type"":""Point""}";"";
"7841";"Охранная (объединенная охранная) зона";"19657774";"";"[]";"{""coordinates"":[37.5410786898967,55.7975239180645],""type"":""Point""}";"";
"7842";"Охранная (объединенная охранная) зона";"19657775";"";"[]";"{""coordinates"":[37.536259649691,55.7998675172285],""type"":""Point""}";"";
"7843";"Охранная (объединенная охранная) зона";"19657776";"";"[]";"{""coordinates"":[37.5150056515605,55.7881516144815],""type"":""Point""}";"";
"7844";"Охранная (объединенная охранная) зона";"19657777";"";"[]";"{""coordinates"":[37.5128928947729,55.7987920072575],""type"":""Point""}";"";
"7845";"Охранная (объединенная охранная) зона";"19657778";"";"[]";"{""coordinates"":[37.5138772608509,55.8036032533945],""type"":""Point""}";"";
"7846";"Охранная (объединенная охранная) зона";"19657779";"";"[]";"{""coordinates"":[37.501208828276,55.8031558366795],""type"":""Point""}";"";
"7847";"Охранная (объединенная охранная) зона";"19657780";"";"[]";"{""coordinates"":[37.5155441940125,55.809462841491],""type"":""Point""}";"";
"7848";"Охранная (объединенная охранная) зона";"19657781";"";"[]";"{""coordinates"":[37.5177561055329,55.8123173115085],""type"":""Point""}";"";
"7849";"Охранная (объединенная охранная) зона";"19657782";"";"[]";"{""coordinates"":[37.5239294551847,55.81032894718],""type"":""Point""}";"";
"7850";"Охранная (объединенная охранная) зона";"19657783";"";"[]";"{""coordinates"":[37.5274050452968,55.8173965053875],""type"":""Point""}";"";
"7851";"Охранная (объединенная охранная) зона";"19657784";"";"[]";"{""coordinates"":[37.5025552141544,55.8200725163225],""type"":""Point""}";"";
"7852";"Охранная (объединенная охранная) зона";"19657785";"";"[]";"{""coordinates"":[37.5475735681804,55.8250608478665],""type"":""Point""}";"";
"7853";"Охранная (объединенная охранная) зона";"19657786";"";"[]";"{""coordinates"":[37.5667005259189,55.8200066157565],""type"":""Point""}";"";
"7854";"Охранная (объединенная охранная) зона";"19657787";"";"[]";"{""coordinates"":[37.502077681153,55.8284220529605],""type"":""Point""}";"";
"7855";"Охранная (объединенная охранная) зона";"19657788";"";"[]";"{""coordinates"":[37.4813398153114,55.835642311714],""type"":""Point""}";"";
"7856";"Охранная (объединенная охранная) зона";"19657789";"";"[]";"{""coordinates"":[37.4992921925915,55.844435876686],""type"":""Point""}";"";
"7857";"Охранная (объединенная охранная) зона";"19657790";"";"[]";"{""coordinates"":[37.5109375453917,55.845197126219],""type"":""Point""}";"";
"7858";"Охранная (объединенная охранная) зона";"19657791";"";"[]";"{""coordinates"":[37.5235141656384,55.842613873616],""type"":""Point""}";"";
"7859";"Охранная (объединенная охранная) зона";"19657792";"";"[]";"{""coordinates"":[37.5261904872364,55.841243288165],""type"":""Point""}";"";
