"ID";"ObjectNameOnDoc";"global_id";"ObjectName";"Link";"geodata_center";"geoarea";
"7860";"Охранная (объединенная охранная) зона";"19657793";"";"[]";"{""coordinates"":[37.4688610683093,55.851830063071],""type"":""Point""}";"";
"7861";"Охранная (объединенная охранная) зона";"19657794";"";"[]";"{""coordinates"":[37.5077780226644,55.8662749016435],""type"":""Point""}";"";
"7862";"Охранная (объединенная охранная) зона";"19657795";"";"[]";"{""coordinates"":[37.455485538279,55.881214060001],""type"":""Point""}";"";
"7863";"Охранная (объединенная охранная) зона";"19657796";"";"[]";"{""coordinates"":[37.4998473503538,55.8827051231735],""type"":""Point""}";"";
"7864";"Охранная (объединенная охранная) зона";"19657797";"";"[]";"{""coordinates"":[37.5343659751821,55.866195640596],""type"":""Point""}";"";
"7865";"Охранная (объединенная охранная) зона";"19657798";"";"[]";"{""coordinates"":[37.3532251806343,55.9496773489345],""type"":""Point""}";"";
"7866";"Охранная (объединенная охранная) зона";"19657799";"";"[]";"{""coordinates"":[37.5842323351239,55.800342456697],""type"":""Point""}";"";
"7867";"Охранная (объединенная охранная) зона";"19657800";"";"[]";"{""coordinates"":[37.6140656121459,55.806219551913],""type"":""Point""}";"";
"7868";"Охранная (объединенная охранная) зона";"19657801";"";"[]";"{""coordinates"":[37.6398303635008,55.799437411357],""type"":""Point""}";"";
"7869";"Охранная (объединенная охранная) зона";"19657802";"";"[]";"{""coordinates"":[37.654741562476,55.8085348178695],""type"":""Point""}";"";
"7870";"Охранная (объединенная охранная) зона";"19657803";"";"[]";"{""coordinates"":[37.6433877304401,55.818173781603],""type"":""Point""}";"";
"7871";"Охранная (объединенная охранная) зона";"19657804";"";"[]";"{""coordinates"":[37.6010389507831,55.8393434496495],""type"":""Point""}";"";
"7872";"Охранная (объединенная охранная) зона";"19657805";"";"[]";"{""coordinates"":[37.6681285273315,55.831995699394],""type"":""Point""}";"";
"7873";"Охранная (объединенная охранная) зона";"19657806";"";"[]";"{""coordinates"":[37.6422487052058,55.8419783492655],""type"":""Point""}";"";
"7874";"Охранная (объединенная охранная) зона";"19657807";"";"[]";"{""coordinates"":[37.6567027813812,55.8428269740665],""type"":""Point""}";"";
"7875";"Охранная (объединенная охранная) зона";"19657808";"";"[]";"{""coordinates"":[37.5839389591726,55.8506849102255],""type"":""Point""}";"";
"7876";"Охранная (объединенная охранная) зона";"19657809";"";"[]";"{""coordinates"":[37.6301199523472,55.852305116734],""type"":""Point""}";"";
"7877";"Охранная (объединенная охранная) зона";"19657810";"";"[]";"{""coordinates"":[37.6387955465704,55.8639555020615],""type"":""Point""}";"";
"7878";"Охранная (объединенная охранная) зона";"19657811";"";"[]";"{""coordinates"":[37.6993611374461,55.8660726727375],""type"":""Point""}";"";
"7879";"Охранная (объединенная охранная) зона";"19657812";"";"[]";"{""coordinates"":[37.598697971495,55.8860848078795],""type"":""Point""}";"";
"7880";"Охранная (объединенная охранная) зона";"19657813";"";"[]";"{""coordinates"":[37.5819106915393,55.9082449352525],""type"":""Point""}";"";
"7881";"Охранная (объединенная охранная) зона";"19657814";"";"[]";"{""coordinates"":[37.5484495035914,55.9191716132795],""type"":""Point""}";"";
"7882";"Охранная (объединенная охранная) зона";"19657815";"";"[]";"{""coordinates"":[37.5365476920128,55.9305442142635],""type"":""Point""}";"";
"7883";"Охранная (объединенная охранная) зона";"19657816";"";"[]";"{""coordinates"":[37.6790178327266,55.806572379869],""type"":""Point""}";"";
"7884";"Охранная (объединенная охранная) зона";"19657817";"";"[]";"{""coordinates"":[37.7457609299157,55.7621115186545],""type"":""Point""}";"";
"7886";"Охранная (объединенная охранная) зона";"19657818";"";"[]";"{""coordinates"":[37.8148664538528,55.8185216665305],""type"":""Point""}";"";
"7956";"Зона регулирования застройки";"19657819";"";"[]";"{""coordinates"":[37.4988146547216,55.844737705214],""type"":""Point""}";"";
"7957";"Зона регулирования застройки";"19657820";"";"[]";"{""coordinates"":[37.4836673655309,55.8326605404795],""type"":""Point""}";"";
"7958";"Зона регулирования застройки";"19657821";"";"[]";"{""coordinates"":[37.5076178047372,55.86592731279],""type"":""Point""}";"";
"7959";"Зона регулирования застройки";"19657822";"";"[]";"{""coordinates"":[37.5333812010189,55.86654639008],""type"":""Point""}";"";
"7960";"Зона регулирования застройки";"19657823";"";"[]";"{""coordinates"":[37.4989551922213,55.8821497249035],""type"":""Point""}";"";
"7961";"Зона регулирования застройки";"19657824";"";"[]";"{""coordinates"":[37.4525258497872,55.880050391378],""type"":""Point""}";"";
"7962";"Зона регулирования застройки";"19657825";"";"[]";"{""coordinates"":[37.354878821787,55.948956990776],""type"":""Point""}";"";
"7963";"Зона регулирования застройки";"19657826";"";"[]";"{""coordinates"":[37.6141954418803,55.7991964424905],""type"":""Point""}";"";
"7964";"Зона регулирования застройки";"19657827";"";"[]";"{""coordinates"":[37.6151212507648,55.805218689014],""type"":""Point""}";"";
"7965";"Зона регулирования застройки";"19657828";"";"[]";"{""coordinates"":[37.6496083424081,55.8051763127855],""type"":""Point""}";"";
"7966";"Зона регулирования застройки";"19657829";"";"[]";"{""coordinates"":[37.6500247920545,55.832065753581],""type"":""Point""}";"";
"7967";"Зона регулирования застройки";"19657830";"";"[]";"{""coordinates"":[37.6297356137108,55.8585339365395],""type"":""Point""}";"";
"7968";"Зона регулирования застройки";"19657831";"";"[]";"{""coordinates"":[37.5902998130307,55.8514493229585],""type"":""Point""}";"";
"7969";"Зона регулирования застройки";"19657832";"";"[]";"{""coordinates"":[37.5361385143516,55.9321587833765],""type"":""Point""}";"";
"7970";"Зона регулирования застройки";"19657833";"";"[]";"{""coordinates"":[37.6969516913258,55.8156472998735],""type"":""Point""}";"";
"7971";"Зона регулирования застройки";"19657834";"";"[]";"{""coordinates"":[37.7241630627367,55.784292139227],""type"":""Point""}";"";
"7972";"Зона регулирования застройки";"19657835";"";"[]";"{""coordinates"":[37.7889950340872,55.782371600851],""type"":""Point""}";"";
"7973";"Зона регулирования застройки";"19657836";"";"[]";"{""coordinates"":[37.8137530372194,55.818829330745],""type"":""Point""}";"";
"7974";"Зона регулирования застройки";"19657837";"";"[]";"{""coordinates"":[37.8122732271916,55.730395042088],""type"":""Point""}";"";
"7975";"Зона регулирования застройки";"19657838";"";"[]";"{""coordinates"":[37.7045081252196,55.740309337195],""type"":""Point""}";"";
"7976";"Зона регулирования застройки";"19657839";"";"[]";"{""coordinates"":[37.7714572403009,55.691890243182],""type"":""Point""}";"";
"8019";"Зона охраняемого культурного слоя";"19657840";"";"[]";"{""coordinates"":[37.4809217227054,55.7029244947985],""type"":""Point""}";"";
"8020";"Зона охраняемого культурного слоя";"19657841";"";"[]";"{""coordinates"":[37.4523465987718,55.710180387005],""type"":""Point""}";"";
"8021";"Зона охраняемого культурного слоя";"19657842";"";"[]";"{""coordinates"":[37.4838818456741,55.747238749186],""type"":""Point""}";"";
"8022";"Зона охраняемого культурного слоя";"19657843";"";"[]";"{""coordinates"":[37.4549836046592,55.738417608936],""type"":""Point""}";"";
"8023";"Зона охраняемого культурного слоя";"19657844";"";"[]";"{""coordinates"":[37.4288507431333,55.7512342147965],""type"":""Point""}";"";
"8024";"Охранная (объединенная охранная) зона";"19657845";"";"[]";"{""coordinates"":[37.6292849485262,55.7544540137345],""type"":""Point""}";"";
"8025";"Граница охранной зоны ""Усадьба Останкино""";"19657846";"";"[]";"{""coordinates"":[37.609928844983,55.8293955078175],""type"":""Point""}";"";
"8026";"Охранная (объединенная охранная) зона";"19657847";"";"[]";"{""coordinates"":[37.6283160541589,55.8302083088565],""type"":""Point""}";"";
"8027";"Охранная (объединенная охранная) зона";"19657848";"";"[]";"{""coordinates"":[37.6480995486637,55.7289127373475],""type"":""Point""}";"";
"8028";"Охранная (объединенная охранная) зона";"19657849";"";"[]";"{""coordinates"":[37.4868389121277,55.857897074241],""type"":""Point""}";"";
"8029";"Зона регулирования застройки";"19657850";"";"[]";"{""coordinates"":[37.6331292072164,55.829833423566],""type"":""Point""}";"";
"8030";"Зона регулирования застройки 022А";"19657851";"";"[]";"{""coordinates"":[37.4827011144276,55.8537432282855],""type"":""Point""}";"";
"8031";"Зона регулирования застройки";"19657852";"";"[]";"{""coordinates"":[37.6104527612593,55.824907977433],""type"":""Point""}";"";
"8032";"Зона регулирования застройки";"19657853";"";"[]";"{""coordinates"":[37.5319937142654,55.7038511721095],""type"":""Point""}";"";
"8034";"Охранная (объединенная охранная) зона";"19657854";"";"[]";"{""coordinates"":[37.6208506619986,55.749697210847],""type"":""Point""}";"";
"7977";"Зона регулирования застройки";"19657855";"";"[]";"{""coordinates"":[37.710643447042,55.6718321689355],""type"":""Point""}";"";
"7978";"Зона регулирования застройки";"19657856";"";"[]";"{""coordinates"":[37.79333740032,55.6376286647335],""type"":""Point""}";"";
"7979";"Зона регулирования застройки";"19657857";"";"[]";"{""coordinates"":[37.6265756561759,55.6981025003795],""type"":""Point""}";"";
"7980";"Зона регулирования застройки";"19657858";"";"[]";"{""coordinates"":[37.5245342781826,55.620212382386],""type"":""Point""}";"";
"7981";"Зона регулирования застройки";"19657859";"";"[]";"{""coordinates"":[37.5469554108483,55.5936178769725],""type"":""Point""}";"";
"7982";"Зона регулирования застройки";"19657860";"";"[]";"{""coordinates"":[37.5822803301763,55.5710269882785],""type"":""Point""}";"";
"7983";"Зона регулирования застройки";"19657861";"";"[]";"{""coordinates"":[37.5235964609418,55.5397843828715],""type"":""Point""}";"";
"7984";"Зона регулирования застройки";"19657862";"";"[]";"{""coordinates"":[37.5817822705241,55.5112743068735],""type"":""Point""}";"";
"7985";"Зона регулирования застройки";"19657863";"";"[]";"{""coordinates"":[37.5257746446408,55.7255959683285],""type"":""Point""}";"";
"7986";"Зона регулирования застройки";"19657864";"";"[]";"{""coordinates"":[37.536972094212,55.741122428359],""type"":""Point""}";"";
"7987";"Зона регулирования застройки";"19657865";"";"[]";"{""coordinates"":[37.4888491411514,55.7464347739115],""type"":""Point""}";"";
"7988";"Зона регулирования застройки";"19657866";"";"[]";"{""coordinates"":[37.4758880929162,55.653074855684],""type"":""Point""}";"";
"7989";"Зона регулирования застройки";"19657867";"";"[]";"{""coordinates"":[37.4420367255401,55.6879222796145],""type"":""Point""}";"";
"7990";"Зона регулирования застройки";"19657868";"";"[]";"{""coordinates"":[37.411213090634,55.704162695528],""type"":""Point""}";"";
"7991";"Зона регулирования застройки";"19657869";"";"[]";"{""coordinates"":[37.3541438920515,55.6543330899265],""type"":""Point""}";"";
"7992";"Зона регулирования застройки";"19657870";"";"[]";"{""coordinates"":[37.334861144213,55.64109257889],""type"":""Point""}";"";
"7993";"Зона охраняемого культурного слоя";"19657871";"";"[]";"{""coordinates"":[37.334861144213,55.64109257889],""type"":""Point""}";"";
"7994";"Зона охраняемого культурного слоя";"19657872";"";"[]";"{""coordinates"":[37.4161312780469,55.785743727944],""type"":""Point""}";"";
"7995";"Зона охраняемого культурного слоя";"19657873";"";"[]";"{""coordinates"":[37.4003221186545,55.7834208092905],""type"":""Point""}";"";
"7996";"Зона охраняемого культурного слоя";"19657874";"";"[]";"{""coordinates"":[37.4492142240724,55.800633341292],""type"":""Point""}";"";
"7997";"Зона охраняемого культурного слоя";"19657875";"";"[]";"{""coordinates"":[37.4680968927764,55.8163712800725],""type"":""Point""}";"";
"7998";"Зона охраняемого культурного слоя";"19657876";"";"[]";"{""coordinates"":[37.4127171238899,55.826781502655],""type"":""Point""}";"";
"7999";"Зона охраняемого культурного слоя";"19657877";"";"[]";"{""coordinates"":[37.4106734085681,55.834887380985],""type"":""Point""}";"";
"8000";"Зона охраняемого культурного слоя";"19657878";"";"[]";"{""coordinates"":[37.3975138729941,55.8362800138855],""type"":""Point""}";"";
"8001";"Зона охраняемого культурного слоя";"19657879";"";"[]";"{""coordinates"":[37.3617206388446,55.847546338043],""type"":""Point""}";"";
"8002";"Зона охраняемого культурного слоя";"19657880";"";"[]";"{""coordinates"":[37.3610452742854,55.8293060410505],""type"":""Point""}";"";
"8003";"Зона охраняемого культурного слоя";"19657881";"";"[]";"{""coordinates"":[37.387195470639,55.8208029794935],""type"":""Point""}";"";
"8004";"Зона охраняемого культурного слоя";"19657882";"";"[]";"{""coordinates"":[37.6644008412043,55.663177773824],""type"":""Point""}";"";
"8005";"Зона охраняемого культурного слоя";"19657883";"";"[]";"{""coordinates"":[37.7388233520118,55.634932423422],""type"":""Point""}";"";
"8006";"Зона охраняемого культурного слоя";"19657884";"";"[]";"{""coordinates"":[37.7549067849951,55.6362498838775],""type"":""Point""}";"";
"8007";"Зона охраняемого культурного слоя";"19657885";"";"[]";"{""coordinates"":[37.7055154313187,55.595993930706],""type"":""Point""}";"";
"8008";"Зона охраняемого культурного слоя";"19657886";"";"[]";"{""coordinates"":[37.6849296302914,55.6099892856925],""type"":""Point""}";"";
"8009";"Зона охраняемого культурного слоя";"19657887";"";"[]";"{""coordinates"":[37.5278722692718,55.659092823169],""type"":""Point""}";"";
"8010";"Зона охраняемого культурного слоя";"19657888";"";"[]";"{""coordinates"":[37.581636783518,55.660262014648],""type"":""Point""}";"";
"8011";"Зона охраняемого культурного слоя";"19657889";"";"[]";"{""coordinates"":[37.5284584193496,55.628998927207],""type"":""Point""}";"";
"8012";"Зона охраняемого культурного слоя";"19657890";"";"[]";"{""coordinates"":[37.5010020485117,55.634772008277],""type"":""Point""}";"";
"8013";"Зона охраняемого культурного слоя";"19657891";"";"[]";"{""coordinates"":[37.4958232245573,55.6293547193915],""type"":""Point""}";"";
"8014";"Зона охраняемого культурного слоя";"19657892";"";"[]";"{""coordinates"":[37.5213623360168,55.7212316268695],""type"":""Point""}";"";
"8015";"Зона охраняемого культурного слоя";"19657893";"";"[]";"{""coordinates"":[37.5370432504297,55.721950704571],""type"":""Point""}";"";
"8016";"Зона охраняемого культурного слоя";"19657894";"";"[]";"{""coordinates"":[37.5450604210018,55.7085546575755],""type"":""Point""}";"";
"8017";"Зона охраняемого культурного слоя";"19657895";"";"[]";"{""coordinates"":[37.5360139145475,55.730300651455],""type"":""Point""}";"";
"8018";"Зона охраняемого культурного слоя";"19657896";"";"[]";"{""coordinates"":[37.4946850939592,55.716129257475],""type"":""Point""}";"";
"7903";"Охранная (объединенная охранная) зона";"19657897";"";"[]";"{""coordinates"":[37.791347094913,55.638183929764],""type"":""Point""}";"";
"7904";"Охранная (объединенная охранная) зона";"19657898";"";"[]";"{""coordinates"":[37.6482020808904,55.702685233546],""type"":""Point""}";"";
"7905";"Охранная (объединенная охранная) зона";"19657899";"";"[]";"{""coordinates"":[37.6260422737853,55.7047835619345],""type"":""Point""}";"";
"7906";"Охранная (объединенная охранная) зона";"19657900";"";"[]";"{""coordinates"":[37.6207154764395,55.7047108830445],""type"":""Point""}";"";
"7907";"Охранная (объединенная охранная) зона";"19657901";"";"[]";"{""coordinates"":[37.6238678558473,55.700158731523],""type"":""Point""}";"";
"7908";"Охранная (объединенная охранная) зона";"19657902";"";"[]";"{""coordinates"":[37.6039086974413,55.6975185407705],""type"":""Point""}";"";
"7909";"Охранная (объединенная охранная) зона";"19657903";"";"[]";"{""coordinates"":[37.6089989364345,55.7045122915595],""type"":""Point""}";"";
"7910";"Охранная (объединенная охранная) зона";"19657904";"";"[]";"{""coordinates"":[37.6047922326322,55.709512565288],""type"":""Point""}";"";
"7911";"Охранная (объединенная охранная) зона";"19657905";"";"[]";"{""coordinates"":[37.5915711230107,55.7021825426745],""type"":""Point""}";"";
"7912";"Охранная (объединенная охранная) зона";"19657906";"";"[]";"{""coordinates"":[37.6510882968029,55.7001019699735],""type"":""Point""}";"";
"7913";"Охранная (объединенная охранная) зона";"19657907";"";"[]";"{""coordinates"":[37.6631270302881,55.6597295991585],""type"":""Point""}";"";
"7914";"Охранная (объединенная охранная) зона";"19657908";"";"[]";"{""coordinates"":[37.7011105999256,55.639879122544],""type"":""Point""}";"";
"7915";"Границы охранной зоны объекта культурного наследия федерального наследия ""Ансамбль усадьбы Царицыно, XVIII в.""";"19657909";"";"[]";"{""coordinates"":[37.6797420793363,55.6110714834855],""type"":""Point""}";"";
"7916";"Охранная (объединенная охранная) зона";"19657910";"";"[]";"{""coordinates"":[37.6518810759159,55.590137584764],""type"":""Point""}";"";
"7917";"Охранная (объединенная охранная) зона";"19657911";"";"[]";"{""coordinates"":[37.6276161665973,55.60318859789],""type"":""Point""}";"";
"7918";"Охранная (объединенная охранная) зона";"19657912";"";"[]";"{""coordinates"":[37.6679883018238,55.6180788088545],""type"":""Point""}";"";
"7919";"Охранная (объединенная охранная) зона";"19657913";"";"[]";"{""coordinates"":[37.5702272065172,55.710086703841],""type"":""Point""}";"";
"7920";"Охранная (объединенная охранная) зона";"19657914";"";"[]";"{""coordinates"":[37.5472535592942,55.699062898241],""type"":""Point""}";"";
"7921";"Охранная (объединенная охранная) зона";"19657915";"";"[]";"{""coordinates"":[37.5878703944265,55.678440557347],""type"":""Point""}";"";
"7922";"Охранная (объединенная охранная) зона";"19657916";"";"[]";"{""coordinates"":[37.529991943542,55.668505816821],""type"":""Point""}";"";
"7923";"Охранная (объединенная охранная) зона";"19657917";"";"[]";"{""coordinates"":[37.5809587176863,55.658788747729],""type"":""Point""}";"";
"7924";"Охранная (объединенная охранная) зона";"19657918";"";"[]";"{""coordinates"":[37.5195779288008,55.6379878382075],""type"":""Point""}";"";
"7925";"Охранная (объединенная охранная) зона";"19657919";"";"[]";"{""coordinates"":[37.5268260036422,55.619896849395],""type"":""Point""}";"";
"7926";"Охранная (объединенная охранная) зона";"19657920";"";"[]";"{""coordinates"":[37.5152420140816,55.59710391036],""type"":""Point""}";"";
"7927";"Охранная (объединенная охранная) зона";"19657921";"";"[]";"{""coordinates"":[37.554291917271,55.5937866861585],""type"":""Point""}";"";
"7928";"Охранная (объединенная охранная) зона";"19657922";"";"[]";"{""coordinates"":[37.552887504561,55.5795335079125],""type"":""Point""}";"";
"7929";"Охранная (объединенная охранная) зона";"19657923";"";"[]";"{""coordinates"":[37.5857089848638,55.571422772],""type"":""Point""}";"";
"7930";"Охранная (объединенная охранная) зона";"19657924";"";"[]";"{""coordinates"":[37.5243956016058,55.538701805295],""type"":""Point""}";"";
"7931";"Охранная (объединенная охранная) зона";"19657925";"";"[]";"{""coordinates"":[37.5770704286468,55.508431135698],""type"":""Point""}";"";
"7932";"Охранная (объединенная охранная) зона";"19657926";"";"[]";"{""coordinates"":[37.5863001814256,55.495894286146],""type"":""Point""}";"";
"7933";"Охранная (объединенная охранная) зона";"19657927";"";"[]";"{""coordinates"":[37.5340589158993,55.7052954046965],""type"":""Point""}";"";
"7934";"Охранная (объединенная охранная) зона";"19657928";"";"[]";"{""coordinates"":[37.5480985997456,55.731163873435],""type"":""Point""}";"";
"7935";"Охранная (объединенная охранная) зона";"19657929";"";"[]";"{""coordinates"":[37.5223825074669,55.7221249409655],""type"":""Point""}";"";
"7936";"Охранная (объединенная охранная) зона";"19657930";"";"[]";"{""coordinates"":[37.5577657453733,55.750452220275],""type"":""Point""}";"";
"7937";"Охранная (объединенная охранная) зона";"19657931";"";"[]";"{""coordinates"":[37.5335410015074,55.739137528923],""type"":""Point""}";"";
"7938";"Охранная (объединенная охранная) зона";"19657932";"";"[]";"{""coordinates"":[37.5235185851804,55.737657478772],""type"":""Point""}";"";
"7939";"Охранная зона объекта культурного наследия федерального значения ""Церковь Покрова в Филях, 1693-1694 гг.""";"19657933";"";"[]";"{""coordinates"":[37.5122999813039,55.750308028738],""type"":""Point""}";"";
"7940";"Охранная (объединенная охранная) зона";"19657934";"";"[]";"{""coordinates"":[37.4753178113656,55.7438957190895],""type"":""Point""}";"";
"7941";"Охранная (объединенная охранная) зона";"19657935";"";"[]";"{""coordinates"":[37.4229865496968,55.754521292146],""type"":""Point""}";"";
"7942";"Охранная (объединенная охранная) зона";"19657936";"";"[]";"{""coordinates"":[37.4759458624257,55.6532779969745],""type"":""Point""}";"";
"7943";"Охранная (объединенная охранная) зона";"19657937";"";"[]";"{""coordinates"":[37.4430475278084,55.6612307758565],""type"":""Point""}";"";
"7944";"Охранная (объединенная охранная) зона";"19657938";"";"[]";"{""coordinates"":[37.4406257972655,55.688168444603],""type"":""Point""}";"";
"7945";"Охранная (объединенная охранная) зона";"19657939";"";"[]";"{""coordinates"":[37.4099920314495,55.7021344642225],""type"":""Point""}";"";
"7946";"Охранная (объединенная охранная) зона";"19657940";"";"[]";"{""coordinates"":[37.4353984382894,55.723350779546],""type"":""Point""}";"";
"7947";"Охранная (объединенная охранная) зона";"19657941";"";"[]";"{""coordinates"":[37.3489434676301,55.6585583801715],""type"":""Point""}";"";
"7948";"Охранная (объединенная охранная) зона";"19657942";"";"[]";"{""coordinates"":[37.3367612094832,55.641983824661],""type"":""Point""}";"";
"7949";"Охранная (объединенная охранная) зона";"19657943";"";"[]";"{""coordinates"":[37.5453850938845,55.731256104429],""type"":""Point""}";"";
"7950";"Зона регулирования застройки";"19657944";"";"[]";"{""coordinates"":[37.6953395544825,55.7381640964295],""type"":""Point""}";"";
"7951";"Зона регулирования застройки";"19657945";"";"[]";"{""coordinates"":[37.4615626504497,55.7752542598975],""type"":""Point""}";"";
"7952";"Зона регулирования застройки";"19657946";"";"[]";"{""coordinates"":[37.4928950069547,55.798663088848],""type"":""Point""}";"";
"7953";"Зона регулирования застройки";"19657947";"";"[]";"{""coordinates"":[37.4012536477677,55.7872046745155],""type"":""Point""}";"";
"7954";"Зона регулирования застройки";"19657948";"";"[]";"{""coordinates"":[37.4726350534958,55.822495827323],""type"":""Point""}";"";
"7955";"Зона регулирования застройки";"19657949";"";"[]";"{""coordinates"":[37.4014360754371,55.832910825956],""type"":""Point""}";"";
"9537";"Охранная (объединенная охранная) зона";"19657950";"";"[]";"{""coordinates"":[37.6467631016854,55.8278306073625],""type"":""Point""}";"";
"8821";"Зона охраняемого ландшафта";"19657951";"";"[]";"{""coordinates"":[37.6135008545209,55.8199796629345],""type"":""Point""}";"";
"9430";"Зона регулирования застройки в границах квартала № 3032";"19657952";"";"[]";"{""coordinates"":[37.7319280745755,55.73213092372],""type"":""Point""}";"";
"14721";"Зона регулирования застройки и хозяйственной деятеьности объекта культурного наследия федерального значения ""Ансамбль Новодевичьего монастыря"", включенного в Список всемирного наследия";"19657953";"";"[]";"{""coordinates"":[37.573298476514,55.732002448354],""type"":""Point""}";"";
"14401";"Охранная зона объекта культурного наследия федерального значения ""Ансамбль Новодевичьего монастыря"", включенного в Список всемирного наследия";"19657954";"";"[]";"{""coordinates"":[37.5559811543718,55.7259312004835],""type"":""Point""}";"";
"18241";"Охранная зона объекта культурного наследия федерального значения ""Городская усадьба, конец XVIII - начало XIX вв.""";"19657955";"";"[]";"{""coordinates"":[37.567446555454,55.734835409516],""type"":""Point""}";"";
"15362";"Охранная зона объекта культурного наследия федерального значения ""Каменная ограда с пилонами ворот, XIX в""";"19657956";"";"[]";"{""coordinates"":[37.564843200621,55.7333288005405],""type"":""Point""}";"";
"15685";"Охранная зона объекта культурного наследия федерального значения ""Дом, в котором жил профессор Московского университета, историк, издатель, коллекцонер Погодин Михаил Петрович. Здесь у него бывали М.Ю.Лермонтов, А.Н.Островский, И.С.Тургенев, С.Т.Аксаков,";"19657957";"";"[]";"{""coordinates"":[37.5674474887655,55.7332135163875],""type"":""Point""}";"";
"16324";"Зона регулирования застройки и хозяйственной деятельности объекта культурного ннаследия федерального значения ""Собор Сретенского монастыря, 1679 г., Придел, 1706 г., фрески начала XVIII в.""";"19657958";"";"[]";"{""coordinates"":[37.6286765715031,55.7654513933635],""type"":""Point""}";"";
"16338";"охранная зона объекта культурного наследия федерального значения""Царская усадьба Измайлово, XVII в. Строители: М.Иванов, И.Кузнечик, Т.Макаров, К.Мымрин, А.Фомин, Я.Янов и другие""";"19657959";"";"[]";"{""coordinates"":[37.785402333162,55.7812789021545],""type"":""Point""}";"";
"16641";"Охранная зона объекта культурного значения ""Церковь Спасская, 1714 г.""";"19657960";"";"[]";"{""coordinates"":[37.8129044286215,55.7584223166165],""type"":""Point""}";"";
"16979";"охранная зона окн фед. значения ""Два дома: дом Гагарина, 1792 г. с перестройкой начала XIX в., арх. О,И,Бове, дом Протковой (деревянный), 1809 г., арх. О.И.Бове""";"19657961";"";"[]";"{""coordinates"":[37.5868214139358,55.764891524702],""type"":""Point""}";"";
